file,sublevel,grid_size,n_states,win_prob,expected_steps
B-53,4,8,180,0.000000,1.99
B-53,5,8,708,0.000000,7.37
B-53,6,8,1269,0.000000,25.47
B-53,7,8,848,0.016667,5.13
B-53,8,8,694,0.108078,6.48
B-53,9,8,760,0.000000,14.73
B-53,10,8,2273,0.000000,13.21
B-53,11,8,1531,0.000000,9.80
B-53,12,8,1692,0.000000,3.62
B-53,13,8,2910,0.000000,5.46
B-53,14,8,124,0.000000,8.24
B-53,15,8,1163,0.000087,8.87
B-53,16,8,836,0.000001,1.96
B-53,17,8,1351,0.000012,15.49
B-53,18,8,416,0.000030,10.24
B-53,19,8,200,0.000000,20.89
B-53,20,8,389,0.000000,4.41
B-53,21,8,1494,0.000000,4.32
B-53,22,8,1219,0.038323,39.23
B-53,23,8,356,0.000155,7.47
B-53,24,8,552,0.000000,34.92
B-53,25,8,600,0.000000,23.78
B-53,26,8,1653,0.000007,44.22
B-53,27,8,1009,0.000312,10.94
B-53,28,8,723,0.000000,4.88
B-53,29,8,163,0.000000,3.77
B-53,30,8,1457,0.000000,13.75
B-53,31,8,2099,0.000000,4.73
B-53,32,8,1301,0.000000,2.86
B-53,33,8,1608,0.000000,9.65
B-53,34,8,58,0.000000,26.34
B-53,35,8,1073,0.000000,4.82
B-53,36,8,428,0.000000,4.13
B-53,37,8,537,0.000000,6.55
B-53,38,8,401,0.000003,31.58
B-53,39,8,200,0.000978,20.54
B-53,40,8,593,0.000181,171.18
B-53,41,8,622,0.000000,3.20
B-53,42,8,386,0.000000,9.57
B-53,43,8,640,0.000067,19.30
B-53,44,8,802,0.000025,15.50
B-53,45,8,345,0.000035,7.07
B-53,46,8,675,0.000000,103.35
B-53,47,8,1117,0.000000,8.44
B-53,48,8,173,0.000000,4.31
B-53,49,8,1468,0.000000,73.88
B-53,50,8,383,0.000000,6.29
B-53,51,8,1037,0.006212,78.95
B-53,52,8,21,0.000000,3.45
B-53,53,8,165,0.000000,59.03
B-53,54,8,881,0.000000,11.38
B-53,55,8,1770,0.007685,39.71
B-53,56,8,997,0.000000,77.26
B-53,57,8,684,0.000214,3.37
B-53,58,8,1313,0.000000,22.38
B-53,59,8,435,0.000000,4.85
B-53,60,8,182,0.000000,2.74
B-53,61,8,473,0.000000,18.13
B-53,62,8,1106,0.000000,21.87
B-53,63,8,101,0.000000,4.71
B-53,64,8,6,0.000000,1.84
B-53,65,8,1125,0.000000,7.89
B-53,66,8,422,0.000006,65.25
B-53,67,8,1242,0.000000,5.98
B-53,68,8,180,0.008132,14.94
B-53,69,8,617,0.000000,49.76
B-53,70,8,354,0.000248,29.75
B-53,71,8,690,0.000000,15.65
B-53,72,8,1969,0.000524,32.50
B-53,73,8,821,0.000000,17.77
B-53,74,8,226,0.000000,2.77
B-53,75,8,743,0.000544,28.17
B-53,76,8,583,0.000000,6.05
B-53,77,8,249,0.000121,3.06
B-53,78,8,230,0.000000,117.58
B-53,79,8,2457,0.000074,4.13
B-53,80,8,4,0.000000,3.50
B-53,81,8,852,0.000000,53.84
B-53,82,8,571,0.000000,6.49
B-53,83,8,625,0.200002,3.35
B-53,84,8,2791,0.000183,5.87
B-53,85,8,1507,0.000000,14.12
B-53,86,8,981,0.000001,30.27
B-53,87,8,219,0.000000,7.08
B-53,88,8,1077,0.000000,3.77
B-53,89,8,2639,0.000000,2.46
B-53,90,8,860,0.000004,112.98
B-53,91,8,969,0.000000,10.42
B-53,92,8,1894,0.055497,130.18
B-53,93,8,1372,0.000001,15.74
B-53,94,8,393,0.000000,2.15
B-53,95,8,73,0.000000,2.66
B-53,96,8,106,0.000000,2.51
B-53,97,8,821,0.000001,6.56
B-53,98,8,1541,0.003429,32.32
B-53,99,8,656,0.000000,63.12
B-54,0,8,301,0.000000,4.63
B-54,1,8,1363,0.000002,11.35
B-54,2,8,1499,0.000000,121.65
B-54,3,8,1144,0.000000,7.54
B-54,4,8,28,0.000000,10.05
B-54,5,8,1811,0.000000,3.42
B-54,6,8,1986,0.000000,8.20
B-54,7,8,403,0.000000,6.89
B-54,8,8,971,0.000003,14.61
B-54,9,8,183,0.000000,13.78
B-54,10,8,1157,0.000000,2.93
B-54,11,8,100,0.009160,7.41
B-54,12,8,1231,0.000083,33.66
B-54,13,8,1689,0.000000,2.73
B-54,14,8,548,0.000000,92.30
B-54,15,8,662,0.000000,11.35
B-54,16,8,1043,0.000000,92.43
B-54,17,8,611,0.000000,5.46
B-54,18,8,1398,0.012138,10.65
B-54,19,8,590,0.000000,5.20
B-54,20,8,61,0.000000,17.36
B-54,21,8,1686,0.000000,10.34
B-54,22,8,8,0.000000,2.41
B-54,23,8,548,0.000000,13.99
B-54,24,8,1706,0.000034,55.37
B-54,25,8,788,0.000000,6.49
B-54,26,8,2404,0.000000,13.32
B-54,27,8,2872,0.000000,7.31
B-54,28,8,2134,0.000000,7.73
B-54,29,8,965,0.000000,5.65
B-54,30,8,226,0.000000,4.20
B-54,31,8,503,0.000037,35.76
B-54,32,8,1913,0.000000,18.73
B-54,33,8,449,0.000000,5.98
B-54,34,8,4842,0.000000,9.86
B-54,35,8,3987,0.000000,90.29
B-54,36,8,249,0.000000,3.78
B-54,37,8,407,0.001089,10.27
B-54,38,8,5099,0.000000,33.56
B-54,39,8,1536,0.001359,10.31
B-54,40,8,845,0.000000,13.17
B-54,41,8,718,0.000000,15.75
B-54,42,8,1214,0.000000,29.74
B-54,43,8,3913,0.000000,31.07
B-54,44,8,1316,0.009069,43.01
B-54,45,8,573,0.000000,56.86
B-54,46,8,712,0.000000,10.17
B-54,47,8,1398,0.000000,7.38
B-54,48,8,697,0.000000,2.92
B-54,49,8,4490,0.000000,52.36
B-54,50,8,5277,0.011132,3.37
B-54,51,8,1000,0.000000,1.56
B-54,52,8,2020,0.000000,3.25
B-54,53,8,415,0.000000,117.60
B-54,54,8,1175,0.000001,3.09
B-54,55,8,1641,0.000002,4.13
B-54,56,8,199,0.005556,2.83
B-54,57,8,2502,0.000000,12.24
B-54,58,8,1157,0.000000,11.37
B-54,59,8,1837,0.000000,10.16
B-54,60,8,2576,0.000000,3.65
B-54,61,8,998,0.000000,15.63
B-54,62,8,2231,0.000007,10.60
B-54,63,8,2127,0.000000,11.43
B-54,64,8,3285,0.000000,7.32
B-54,65,8,835,0.000000,9.77
B-54,66,8,177,0.000000,2.86
B-54,67,8,1098,0.000737,14.34
B-54,68,8,507,0.000001,114.67
B-54,69,8,314,0.000000,4.67
B-54,70,8,2056,0.000128,7.66
B-54,71,8,2633,0.000000,22.69
B-54,72,8,299,0.000000,8.47
B-54,73,8,2707,0.000000,11.48
B-54,74,8,18,0.000000,4.95
B-54,75,8,326,0.000000,10.77
B-54,76,8,1032,0.000000,5.01
B-54,77,8,464,0.000000,7.44
B-54,78,8,427,0.000000,2.70
B-54,79,8,4046,0.000000,23.01
B-54,80,8,2502,0.000000,29.81
B-54,81,8,481,0.000000,6.05
B-54,82,8,608,0.000000,3.68
B-54,83,8,1410,0.000000,19.48
B-54,84,8,607,0.000000,3.81
B-54,85,8,2859,0.000001,11.93
B-54,86,8,106,0.000000,1.89
B-54,87,8,412,0.000000,23.97
B-54,88,8,2440,0.000000,16.27
B-54,89,8,6610,0.000604,7.63
B-54,90,8,1795,0.001456,40.49
B-54,91,8,246,0.000000,1.70
B-54,92,8,1220,0.000000,13.91
B-54,93,8,3334,0.000000,23.79
B-54,94,8,270,0.000000,2.85
B-54,95,8,1965,0.000002,7.76
B-54,96,8,290,0.000000,9.77
B-54,97,8,987,0.000000,7.15
B-54,98,8,229,0.000000,95.75
B-54,99,8,3468,0.000249,3.29
B-55,0,8,1683,0.000000,16.46
B-55,1,8,714,0.000000,95.33
B-55,2,8,298,0.000000,3.30
B-55,3,8,926,0.000000,1.98
B-55,4,8,180,0.000000,1.99
B-55,5,8,708,0.000000,7.37
B-55,6,8,1269,0.000000,25.47
B-55,7,8,848,0.016667,5.13
B-55,8,8,694,0.108078,6.48
B-55,9,8,760,0.000000,14.73
B-55,10,8,2273,0.000000,13.21
B-55,11,8,1531,0.000000,9.80
B-55,12,8,1692,0.000000,3.62
B-55,13,8,2910,0.000000,5.46
B-55,14,8,124,0.000000,8.24
B-55,15,8,1163,0.000087,8.87
B-55,16,8,836,0.000001,1.96
B-55,17,8,1351,0.000012,15.49
B-55,18,8,416,0.000030,10.24
B-55,19,8,200,0.000000,20.89
B-55,20,8,389,0.000000,4.41
B-55,21,8,1494,0.000000,4.32
B-55,22,8,1219,0.038323,39.23
B-55,23,8,356,0.000155,7.47
B-55,24,8,552,0.000000,34.92
B-55,25,8,600,0.000000,23.78
B-55,26,8,1653,0.000007,44.22
B-55,27,8,1009,0.000312,10.94
B-55,28,8,723,0.000000,4.88
B-55,29,8,163,0.000000,3.77
B-55,30,8,1457,0.000000,13.75
B-55,31,8,2099,0.000000,4.73
B-55,32,8,1301,0.000000,2.86
B-55,33,8,1608,0.000000,9.65
B-55,34,8,58,0.000000,26.34
B-55,35,8,1073,0.000000,4.82
B-55,36,8,428,0.000000,4.13
B-55,37,8,537,0.000000,6.55
B-55,38,8,401,0.000003,31.58
B-55,39,8,200,0.000978,20.54
B-55,40,8,593,0.000181,171.18
B-55,41,8,622,0.000000,3.20
B-55,42,8,386,0.000000,9.57
B-55,43,8,640,0.000067,19.30
B-55,44,8,802,0.000025,15.50
B-55,45,8,345,0.000035,7.07
B-55,46,8,675,0.000000,103.35
B-55,47,8,1117,0.000000,8.44
B-55,48,8,173,0.000000,4.31
B-55,49,8,1468,0.000000,73.88
B-55,50,8,383,0.000000,6.29
B-55,51,8,1037,0.006212,78.95
B-55,52,8,21,0.000000,3.45
B-55,53,8,165,0.000000,59.03
B-55,54,8,881,0.000000,11.38
B-55,55,8,1770,0.007685,39.71
B-55,56,8,997,0.000000,77.26
B-55,57,8,684,0.000214,3.37
B-55,58,8,1313,0.000000,22.38
B-55,59,8,435,0.000000,4.85
B-55,60,8,182,0.000000,2.74
B-55,61,8,473,0.000000,18.13
B-55,62,8,1106,0.000000,21.87
B-55,63,8,101,0.000000,4.71
B-55,64,8,6,0.000000,1.84
B-55,65,8,1125,0.000000,7.89
B-55,66,8,422,0.000006,65.25
B-55,67,8,1242,0.000000,5.98
B-55,68,8,180,0.008132,14.94
B-55,69,8,617,0.000000,49.76
B-55,70,8,354,0.000248,29.75
B-55,71,8,690,0.000000,15.65
B-55,72,8,1969,0.000524,32.50
B-55,73,8,821,0.000000,17.77
B-55,74,8,226,0.000000,2.77
B-55,75,8,743,0.000544,28.17
B-55,76,8,583,0.000000,6.05
B-55,77,8,249,0.000121,3.06
B-55,78,8,230,0.000000,117.58
B-55,79,8,2457,0.000074,4.13
B-55,80,8,4,0.000000,3.50
B-55,81,8,852,0.000000,53.84
B-55,82,8,571,0.000000,6.49
B-55,83,8,625,0.200002,3.35
B-55,84,8,2791,0.000183,5.87
B-55,85,8,1507,0.000000,14.12
B-55,86,8,981,0.000001,30.27
B-55,87,8,219,0.000000,7.08
B-55,88,8,1077,0.000000,3.77
B-55,89,8,2639,0.000000,2.46
B-55,90,8,860,0.000004,112.98
B-55,91,8,969,0.000000,10.42
B-55,92,8,1894,0.055497,130.18
B-55,93,8,1372,0.000001,15.74
B-55,94,8,393,0.000000,2.15
B-55,95,8,73,0.000000,2.66
B-55,96,8,106,0.000000,2.51
B-55,97,8,821,0.000001,6.56
B-55,98,8,1541,0.003429,32.32
B-55,99,8,656,0.000000,63.12
B-56,0,8,298,0.000000,3.30
B-56,1,8,926,0.000000,1.98
B-56,2,8,2910,0.000000,5.46
B-56,3,8,836,0.000001,1.96
B-56,4,8,416,0.000030,10.24
B-56,5,8,1494,0.000000,4.32
B-56,6,8,356,0.000155,7.47
B-56,7,8,1457,0.000000,13.75
B-56,8,8,2099,0.000000,4.73
B-56,9,8,58,0.000000,26.34
B-56,10,8,537,0.000000,6.55
B-56,11,8,593,0.000181,171.18
B-56,12,8,622,0.000000,3.20
B-56,13,8,640,0.000067,19.30
B-56,14,8,1037,0.006212,78.95
B-56,15,8,21,0.000000,3.45
B-56,16,8,182,0.000000,2.74
B-56,17,8,473,0.000000,18.13
B-56,18,8,1106,0.000000,21.87
B-56,19,8,1125,0.000000,7.89
B-56,20,8,180,0.008132,14.94
B-56,21,8,743,0.000544,28.17
B-56,22,8,230,0.000000,117.58
B-56,23,8,232,0.000000,8.18
B-56,24,8,957,0.000001,4.59
B-56,25,8,1414,0.000104,42.85
B-56,26,8,176,0.000000,2.65
B-56,27,8,1633,0.000044,11.89
B-56,28,8,925,0.000000,33.00
B-56,29,8,321,0.000000,24.55
B-56,30,8,1499,0.000000,16.93
B-56,31,8,497,0.000018,6.08
B-56,32,8,1136,0.000195,14.93
B-56,33,8,245,0.000000,14.28
B-56,34,8,1308,0.000000,5.37
B-56,35,8,1942,0.000106,24.17
B-56,36,8,276,0.000000,48.37
B-56,37,8,817,0.000000,49.39
B-56,38,8,828,0.000000,7.78
B-56,39,8,1030,0.000002,242.55
B-56,40,8,2262,0.001015,14.41
B-56,41,8,691,0.001346,5.72
B-56,42,8,310,0.001552,6.68
B-56,43,8,1523,0.000001,41.16
B-56,44,8,853,0.000001,17.43
B-56,45,8,1713,0.000000,77.16
B-56,46,8,1488,0.000000,15.47
B-56,47,8,571,0.000002,33.80
B-56,48,8,953,0.055897,119.41
B-56,49,8,295,0.000000,7.19
B-56,50,8,1159,0.000000,2.84
B-56,51,8,787,0.000000,19.14
B-56,52,8,774,0.000027,6.91
B-56,53,8,1246,0.074268,8.79
B-56,54,8,491,0.000000,6.47
B-56,55,8,562,0.000000,7.26
B-56,56,8,910,0.000000,13.03
B-56,57,8,889,0.000000,22.85
B-56,58,8,652,0.000000,17.45
B-56,59,8,262,0.000368,13.27
B-56,60,8,699,0.000001,3.07
B-56,61,8,214,0.000000,2.13
B-56,62,8,2103,0.000000,22.53
B-56,63,8,1282,0.000075,9.27
B-56,64,8,1310,0.000000,4.63
B-56,65,8,166,0.000000,4.31
B-56,66,8,251,0.000000,33.34
B-56,67,8,751,0.000000,13.08
B-56,68,8,264,0.000055,14.62
B-56,69,8,324,0.050846,91.91
B-56,70,8,1120,0.000000,18.95
B-56,71,8,483,0.000197,31.18
B-56,72,8,1521,0.000000,3.58
B-56,73,8,1086,0.000000,38.14
B-56,74,8,1632,0.000000,2.05
B-56,75,8,455,0.000000,5.83
B-56,76,8,1069,0.000001,43.07
B-56,77,8,790,0.000169,4.18
B-56,78,8,199,0.000000,25.28
B-56,79,8,1172,0.000000,12.27
B-56,80,8,577,0.003069,660.38
B-56,81,8,409,0.000000,4.54
B-56,82,8,15,0.000000,5.40
B-56,83,8,1039,0.000031,36.51
B-56,84,8,1050,0.000008,53.59
B-56,85,8,271,0.000001,2.08
B-56,86,8,1531,0.000000,5.87
B-56,87,8,1055,0.000000,2.70
B-56,88,8,499,0.000000,18.79
B-56,89,8,1054,0.000000,3.01
B-56,90,8,1434,0.000000,86.34
B-56,91,8,1209,0.000079,24.59
B-56,92,8,1341,0.000000,3.36
B-56,93,8,726,0.000026,15.16
B-56,94,8,478,0.072333,5.51
B-56,95,8,1019,0.007247,13.59
B-56,96,8,1676,0.033333,3.84
B-56,97,8,1230,0.000000,3.90
B-56,98,8,1887,0.000000,8.25
B-56,99,8,2163,0.001556,34.58
B-57,0,8,301,0.000000,4.63
B-57,1,8,2341,0.000000,42.42
B-57,2,8,1313,0.040000,1.82
B-57,3,8,2289,0.000032,35.87
B-57,4,8,124,0.000000,3.76
B-57,5,8,2211,0.000000,28.81
B-57,6,8,464,0.000079,20.80
B-57,7,8,781,0.000000,9.98
B-57,8,8,1499,0.000000,121.65
B-57,9,8,1144,0.000000,7.54
B-57,10,8,28,0.000000,10.05
B-57,11,8,1811,0.000000,3.42
B-57,12,8,1986,0.000000,8.20
B-57,13,8,4107,0.000000,12.10
B-57,14,8,530,0.000000,6.60
B-57,15,8,195,0.000000,5.08
B-57,16,8,496,0.000000,3.00
B-57,17,8,347,0.000000,15.12
B-57,18,8,403,0.000000,6.89
B-57,19,8,971,0.000003,14.61
B-57,20,8,3049,0.000000,20.51
B-57,21,8,183,0.000000,13.78
B-57,22,8,291,0.000917,372.28
B-57,23,8,3842,0.000001,14.62
B-57,24,8,207,0.000000,55.77
B-57,25,8,524,0.000000,4.41
B-57,26,8,317,0.000000,6.37
B-57,27,8,1157,0.000000,2.93
B-57,28,8,1024,0.000004,3.96
B-57,29,8,26,0.000000,3.86
B-57,30,8,1198,0.000002,10.97
B-57,31,8,533,0.019452,4.72
B-57,32,8,2622,0.000039,7.72
B-57,33,8,420,0.000000,11.13
B-57,34,8,100,0.009160,7.41
B-57,35,8,1231,0.000083,33.66
B-57,36,8,1630,0.000012,12.03
B-57,37,8,1344,0.000000,13.06
B-57,38,8,1689,0.000000,2.73
B-57,39,8,548,0.000000,92.30
B-57,40,8,185,0.000000,3.53
B-57,41,8,576,0.000000,5.19
B-57,42,8,290,0.000003,11.25
B-57,43,8,662,0.000000,11.35
B-57,44,8,1043,0.000000,92.43
B-57,45,8,611,0.000000,5.46
B-57,46,8,1398,0.012138,10.65
B-57,47,8,590,0.000000,5.20
B-57,48,8,1234,0.000000,17.77
B-57,49,8,61,0.000000,17.36
B-57,50,8,1686,0.000000,10.34
B-57,51,8,200,0.000000,3.10
B-57,52,8,548,0.000000,13.99
B-57,53,8,419,0.000000,10.63
B-57,54,8,1706,0.000034,55.37
B-57,55,8,348,0.000000,3.59
B-57,56,8,970,0.000000,4.07
B-57,57,8,2404,0.000000,13.32
B-57,58,8,2212,0.000000,21.16
B-57,59,8,554,0.000000,8.12
B-57,60,8,157,0.000000,4.21
B-57,61,8,2872,0.000000,7.31
B-57,62,8,2134,0.000000,7.73
B-57,63,8,3226,0.000000,19.29
B-57,64,8,287,0.000000,3.25
B-57,65,8,965,0.000000,5.65
B-57,66,8,2410,0.002403,12.60
B-57,67,8,226,0.000000,4.20
B-57,68,8,503,0.000037,35.76
B-57,69,8,1913,0.000000,18.73
B-57,70,8,3871,0.000000,41.09
B-57,71,8,4842,0.000000,9.86
B-57,72,8,675,0.000009,5.50
B-57,73,8,3250,0.000000,8.38
B-57,74,8,1247,0.000006,8.34
B-57,75,8,315,0.000000,3.85
B-57,76,8,71,0.000000,4.59
B-57,77,8,3989,0.000000,10.33
B-57,78,8,249,0.000000,3.78
B-57,79,8,920,0.000000,3.53
B-57,80,8,2006,0.000012,29.49
B-57,81,8,1536,0.001359,10.31
B-57,82,8,497,0.000000,11.29
B-57,83,8,1340,0.000000,15.79
B-57,84,8,452,0.000000,9.11
B-57,85,8,771,0.003884,4.60
B-57,86,8,845,0.000000,13.17
B-57,87,8,1493,0.000017,22.26
B-57,88,8,1277,0.000000,4.87
B-57,89,8,1953,0.000000,4.70
B-57,90,8,4035,0.000000,4.99
B-57,91,8,718,0.000000,15.75
B-57,92,8,1214,0.000000,29.74
B-57,93,8,663,0.000000,15.41
B-57,94,8,1865,0.000001,11.60
B-57,95,8,1276,0.000000,10.30
B-57,96,8,2110,0.000014,14.43
B-57,97,8,1316,0.009069,43.01
B-57,98,8,573,0.000000,56.86
B-57,99,8,712,0.000000,10.17
B-58,0,8,421,0.000000,27.56
B-58,1,8,297,0.000000,1.69
B-58,2,8,191,0.002661,126.17
B-58,3,8,811,0.000018,56.10
B-58,4,8,395,0.000000,3.89
B-58,5,8,295,0.000000,5.02
B-58,6,8,454,0.000000,73.74
B-58,7,8,273,0.000000,59.27
B-58,8,8,256,0.000001,41.33
B-58,9,8,411,0.000000,2.54
B-58,10,8,265,0.000000,5.76
B-58,11,8,322,0.000919,11.90
B-58,12,8,511,0.000000,4.67
B-58,13,8,878,0.000000,112.52
B-58,14,8,179,0.000000,27.50
B-58,15,8,559,0.000000,24.87
B-58,16,8,173,0.000000,3.78
B-58,17,8,148,0.000000,8.68
B-58,18,8,344,0.000000,10.55
B-58,19,8,442,0.000000,3.70
B-58,20,8,231,0.000000,3.93
B-58,21,8,388,0.209658,482.72
B-58,22,8,244,0.000000,49.96
B-58,23,8,264,0.000001,358.48
B-58,24,8,412,0.000324,17.86
B-58,25,8,689,0.000362,49.28
B-58,26,8,292,0.000000,11.20
B-58,27,8,425,0.000040,62.87
B-58,28,8,132,0.000000,4.49
B-58,29,8,522,0.000001,8.01
B-58,30,8,155,0.000000,3.56
B-58,31,8,357,0.000000,247.89
B-58,32,8,207,0.000000,6.33
B-58,33,8,119,0.792166,443.22
B-58,34,8,248,0.000000,4.25
B-58,35,8,120,0.000000,3.79
B-58,36,8,301,0.000000,4.88
B-58,37,8,456,0.000000,103.92
B-58,38,8,216,0.000126,4.10
B-58,39,8,257,0.000000,3.47
B-58,40,8,360,0.000000,11.68
B-58,41,8,329,0.000000,7.21
B-58,42,8,347,0.151716,78.42
B-58,43,8,192,0.013444,60.44
B-58,44,8,444,0.000001,6.91
B-58,45,8,144,0.022222,9.07
B-58,46,8,298,0.000000,2.45
B-58,47,8,162,0.000000,2.02
B-58,48,8,148,0.000000,2.51
B-58,49,8,535,0.001525,95.12
B-58,50,8,539,0.000000,5.58
B-58,51,8,262,0.000020,2.14
B-58,52,8,138,0.000713,69.99
B-58,53,8,374,0.000000,4.29
B-58,54,8,385,0.007374,17.22
B-58,55,8,446,0.000009,29.01
B-58,56,8,358,0.000006,6.95
B-58,57,8,211,0.000000,48.55
B-58,58,8,270,0.000000,25.03
B-58,59,8,470,0.000000,27.50
B-58,60,8,298,0.000000,252.57
B-58,61,8,180,0.000000,31.62
B-58,62,8,213,0.000001,4.87
B-58,63,8,121,0.000001,276.53
B-58,64,8,164,0.000000,11.80
B-58,65,8,328,0.000000,12.33
B-58,66,8,231,0.000000,11.50
B-58,67,8,181,0.000000,25.48
B-58,68,8,250,0.000001,7.01
B-58,69,8,159,0.000000,16.09
B-58,70,8,191,0.000000,14.44
B-58,71,8,186,0.000120,2.08
B-58,72,8,165,0.030893,77.85
B-58,73,8,208,0.000000,19.99
B-58,74,8,303,0.000000,19.38
B-58,75,8,288,0.000000,5.02
B-58,76,8,274,0.000000,4.30
B-58,77,8,268,0.000000,11.56
B-58,78,8,234,0.000000,31.98
B-58,79,8,327,0.000000,3.18
B-58,80,8,151,0.000000,2.88
B-58,81,8,329,0.000040,7.87
B-58,82,8,268,0.000000,2.56
B-58,83,8,174,0.000000,3.01
B-58,84,8,343,0.000000,2.67
B-58,85,8,312,0.000000,4.61
B-58,86,8,207,0.000000,4.85
B-58,87,8,374,0.000000,5.55
B-58,88,8,298,0.000000,8.10
B-58,89,8,246,0.000000,4.04
B-58,90,8,190,0.000000,3.69
B-58,91,8,201,0.000000,50.37
B-58,92,8,156,0.000000,4.61
B-58,93,8,274,0.000369,3.85
B-58,94,8,496,0.000000,3.45
B-58,95,8,376,0.000000,2.83
B-58,96,8,185,0.000002,138.05
B-58,97,8,247,0.000000,69.01
B-58,98,8,102,0.060563,38.30
B-58,99,8,356,0.000000,54.04
B-59,0,8,263,0.000000,5.30
B-59,1,8,811,0.000018,56.10
B-59,2,8,213,0.000008,13.36
B-59,3,8,295,0.000000,5.02
B-59,4,8,454,0.000000,73.74
B-59,5,8,273,0.000000,59.27
B-59,6,8,322,0.000919,11.90
B-59,7,8,511,0.000000,4.67
B-59,8,8,878,0.000000,112.52
B-59,9,8,459,0.000002,31.60
B-59,10,8,148,0.000000,8.68
B-59,11,8,231,0.000000,3.93
B-59,12,8,601,0.001172,124.10
B-59,13,8,159,0.000000,4.33
B-59,14,8,235,0.000036,7.30
B-59,15,8,357,0.000000,247.89
B-59,16,8,391,0.000000,3.42
B-59,17,8,154,0.000000,2.77
B-59,18,8,604,0.000007,17.56
B-59,19,8,456,0.000000,103.92
B-59,20,8,286,0.000070,7.99
B-59,21,8,257,0.000000,3.47
B-59,22,8,201,0.000000,5.82
B-59,23,8,329,0.000000,7.21
B-59,24,8,208,0.000000,9.14
B-59,25,8,151,0.000000,50.49
B-59,26,8,347,0.151716,78.42
B-59,27,8,287,0.000000,4.64
B-59,28,8,444,0.000001,6.91
B-59,29,8,144,0.022222,9.07
B-59,30,8,298,0.000000,2.45
B-59,31,8,162,0.000000,2.02
B-59,32,8,360,0.000002,34.58
B-59,33,8,148,0.000000,2.51
B-59,34,8,241,0.000066,9.81
B-59,35,8,138,0.000713,69.99
B-59,36,8,243,0.045499,112.21
B-59,37,8,270,0.000000,25.03
B-59,38,8,470,0.000000,27.50
B-59,39,8,298,0.000000,252.57
B-59,40,8,180,0.000000,31.62
B-59,41,8,176,0.003839,57.33
B-59,42,8,121,0.000001,276.53
B-59,43,8,566,0.000292,11.20
B-59,44,8,181,0.000000,25.48
B-59,45,8,250,0.000001,7.01
B-59,46,8,165,0.030893,77.85
B-59,47,8,303,0.000000,19.38
B-59,48,8,468,0.000000,9.91
B-59,49,8,288,0.000000,5.02
B-59,50,8,210,0.000293,111.94
B-59,51,8,234,0.000000,31.98
B-59,52,8,327,0.000000,3.18
B-59,53,8,151,0.000000,2.88
B-59,54,8,371,0.000000,9.44
B-59,55,8,397,0.000017,86.22
B-59,56,8,262,0.000000,11.58
B-59,57,8,207,0.000000,4.85
B-59,58,8,156,0.000000,4.61
B-59,59,8,496,0.000000,3.45
B-59,60,8,247,0.000000,69.01
B-59,61,8,657,0.000000,32.56
B-59,62,8,241,0.000000,2.60
B-59,63,8,313,0.000000,3.23
B-59,64,8,107,0.000001,9.43
B-59,65,8,299,0.000000,5.62
B-59,66,8,682,0.000000,6.64
B-59,67,8,236,0.000000,1.89
B-59,68,8,195,0.000000,10.21
B-59,69,8,170,0.000002,4.68
B-59,70,8,198,0.000000,2.54
B-59,71,8,195,0.000000,4.84
B-59,72,8,528,0.000000,12.64
B-59,73,8,170,0.000000,3.40
B-59,74,8,232,0.000000,39.11
B-59,75,8,176,0.000000,4.01
B-59,76,8,328,0.000000,3.86
B-59,77,8,302,0.000010,57.69
B-59,78,8,216,0.000000,5.52
B-59,79,8,348,0.000000,4.09
B-59,80,8,317,0.000326,21.64
B-59,81,8,635,0.000534,50.59
B-59,82,8,243,0.000000,3.85
B-59,83,8,224,0.000012,15.41
B-59,84,8,246,0.000000,26.09
B-59,85,8,336,0.000025,16.61
B-59,86,8,237,0.001597,2.32
B-59,87,8,153,0.000000,11.28
B-59,88,8,440,0.000004,2.94
B-59,89,8,279,0.000000,6.02
B-59,90,8,225,0.000000,3.55
B-59,91,8,622,0.000057,16.57
B-59,92,8,119,0.000000,9.75
B-59,93,8,361,0.000000,17.71
B-59,94,8,360,0.000000,5.81
B-59,95,8,635,0.000000,17.31
B-59,96,8,163,0.000000,4.14
B-59,97,8,256,0.000000,1.76
B-59,98,8,129,0.034633,548.32
B-59,99,8,316,0.000000,3.87
B-60,0,8,267,0.000000,3.55
B-60,1,8,632,0.000011,11.41
B-60,2,8,220,0.000021,3.80
B-60,3,8,161,0.000228,47.76
B-60,4,8,241,0.000000,6.49
B-60,5,8,459,0.000000,6.97
B-60,6,8,877,0.000001,3.49
B-60,7,8,568,0.000502,53.04
B-60,8,8,279,0.000003,12.46
B-60,9,8,299,0.000000,75.87
B-60,10,8,423,0.000000,29.02
B-60,11,8,200,0.004613,30.92
B-60,12,8,288,0.000001,3.03
B-60,13,8,657,0.000000,7.75
B-60,14,8,126,0.000000,2.10
B-60,15,8,274,0.000000,14.90
B-60,16,8,685,0.000000,3.38
B-60,17,8,485,0.000000,3.03
B-60,18,8,211,0.001776,16.79
B-60,19,8,195,0.000000,6.03
B-60,20,8,206,0.000000,10.61
B-60,21,8,311,0.000000,10.84
B-60,22,8,387,0.000013,53.60
B-60,23,8,281,0.000000,3.11
B-60,24,8,884,0.000000,90.30
B-60,25,8,831,0.101089,45.26
B-60,26,8,179,0.000000,13.54
B-60,27,8,1073,0.000000,8.30
