file,sublevel,grid_size,n_states,win_prob,expected_steps
B-19,45,6,120,0.000000,5.38
B-19,46,6,206,0.000002,12.30
B-19,47,6,124,0.000000,3.75
B-19,48,6,118,0.000000,6.96
B-19,49,6,35,0.000000,9.28
B-19,50,6,164,0.000000,8.12
B-19,51,6,41,0.000000,5.72
B-19,52,6,104,0.005424,14.45
B-19,53,6,290,0.000000,41.75
B-19,54,6,273,0.000000,30.54
B-19,55,6,42,0.000000,2.91
B-19,56,6,96,0.000000,51.35
B-19,57,6,110,0.000000,4.22
B-19,58,6,78,0.000001,5.03
B-19,59,6,166,0.000000,3.34
B-19,60,6,310,0.000000,22.94
B-19,61,6,209,0.000000,22.37
B-19,62,6,19,0.000000,9.42
B-19,63,6,156,0.000000,16.92
B-19,64,6,113,0.000000,1.98
B-19,65,6,161,0.000117,3.52
B-19,66,6,101,0.000000,4.46
B-19,67,6,230,0.000001,33.47
B-19,68,6,216,0.000011,17.16
B-19,69,6,308,0.000000,7.31
B-19,70,6,86,0.000114,6.20
B-19,71,6,178,0.000000,3.34
B-19,72,6,147,0.010957,38.21
B-19,73,6,394,0.000002,5.93
B-19,74,6,353,0.000002,37.21
B-19,75,6,243,0.000005,4.57
B-19,76,6,101,0.006348,7.86
B-19,77,6,88,0.000064,4.33
B-19,78,6,94,0.000000,7.01
B-19,79,6,20,0.000000,7.42
B-19,80,6,499,0.000000,14.52
B-19,81,6,126,0.000221,4.79
B-19,82,6,24,0.000000,3.78
B-19,83,6,318,0.000000,13.95
B-19,84,6,160,0.000003,3.57
B-19,85,6,101,0.002676,4.48
B-19,86,6,92,0.000000,3.21
B-19,87,6,357,0.000000,4.69
B-19,88,6,114,0.000000,9.02
B-19,89,6,82,0.000000,2.31
B-19,90,6,166,0.262396,377.87
B-19,91,6,280,0.000000,6.86
B-19,92,6,357,0.000000,20.00
B-19,93,6,224,0.032403,28.00
B-19,94,6,277,0.000000,8.40
B-19,95,6,504,0.000008,12.61
B-19,96,6,65,0.000000,5.37
B-19,97,6,105,0.081102,93.25
B-19,98,6,136,0.000000,5.16
B-19,99,6,109,0.000020,18.02
B-20,0,6,243,0.000005,4.57
B-20,1,6,415,0.000033,31.29
B-20,2,6,357,0.000000,4.69
B-20,3,6,218,0.000002,2.13
B-20,4,6,166,0.262396,377.87
B-20,5,6,256,0.000000,11.28
B-20,6,6,357,0.000000,20.00
B-20,7,6,261,0.000000,17.16
B-20,8,6,277,0.000000,5.09
B-20,9,6,171,0.000000,10.68
B-20,10,6,332,0.000000,9.27
B-20,11,6,167,0.000000,52.73
B-20,12,6,506,0.000005,4.12
B-20,13,6,17,0.020833,2.48
B-20,14,6,108,0.000000,168.50
B-20,15,6,290,0.000000,41.75
B-20,16,6,189,0.000000,18.48
B-20,17,6,260,0.000117,6.50
B-20,18,6,156,0.000000,16.92
B-20,19,6,113,0.000000,1.98
B-20,20,6,544,0.000000,37.55
B-20,21,6,308,0.000000,7.31
B-20,22,6,243,0.000005,4.57
B-20,23,6,415,0.000033,31.29
B-20,24,6,357,0.000000,4.69
B-20,25,6,218,0.000002,2.13
B-20,26,6,166,0.262396,377.87
B-20,27,6,256,0.000000,11.28
B-20,28,6,357,0.000000,20.00
B-20,29,6,261,0.000000,17.16
B-20,30,6,277,0.000000,5.09
B-20,31,6,171,0.000000,10.68
B-20,32,6,332,0.000000,9.27
B-20,33,6,167,0.000000,52.73
B-20,34,6,506,0.000005,4.12
B-20,35,6,17,0.020833,2.48
B-20,36,6,108,0.000000,168.50
B-20,37,6,290,0.000000,41.75
B-20,38,6,189,0.000000,18.48
B-20,39,6,260,0.000117,6.50
B-20,40,6,156,0.000000,16.92
B-20,41,6,113,0.000000,1.98
B-20,42,6,544,0.000000,37.55
B-20,43,6,308,0.000000,7.31
B-20,44,6,243,0.000005,4.57
B-20,45,6,415,0.000033,31.29
B-20,46,6,357,0.000000,4.69
B-20,47,6,218,0.000002,2.13
B-20,48,6,166,0.262396,377.87
B-20,49,6,256,0.000000,11.28
B-20,50,6,357,0.000000,20.00
B-20,51,6,261,0.000000,17.16
B-20,52,6,277,0.000000,5.09
B-20,53,6,171,0.000000,10.68
B-20,54,6,332,0.000000,9.27
B-20,55,6,167,0.000000,52.73
B-20,56,6,506,0.000005,4.12
B-20,57,6,17,0.020833,2.48
B-20,58,6,108,0.000000,168.50
B-20,59,6,290,0.000000,41.75
B-20,60,6,189,0.000000,18.48
B-20,61,6,260,0.000117,6.50
B-20,62,6,156,0.000000,16.92
B-20,63,6,113,0.000000,1.98
B-20,64,6,544,0.000000,37.55
B-20,65,6,308,0.000000,7.31
B-20,66,6,243,0.000005,4.57
B-20,67,6,415,0.000033,31.29
B-20,68,6,357,0.000000,4.69
B-20,69,6,218,0.000002,2.13
B-20,70,6,166,0.262396,377.87
B-20,71,6,256,0.000000,11.28
B-20,72,6,357,0.000000,20.00
B-20,73,6,261,0.000000,17.16
B-20,74,6,277,0.000000,5.09
B-20,75,6,171,0.000000,10.68
B-20,76,6,332,0.000000,9.27
B-20,77,6,167,0.000000,52.73
B-20,78,6,506,0.000005,4.12
B-20,79,6,17,0.020833,2.48
B-20,80,6,108,0.000000,168.50
B-20,81,6,290,0.000000,41.75
B-20,82,6,189,0.000000,18.48
B-20,83,6,260,0.000117,6.50
B-20,84,6,156,0.000000,16.92
B-20,85,6,113,0.000000,1.98
B-20,86,6,544,0.000000,37.55
B-20,87,6,308,0.000000,7.31
B-20,88,6,243,0.000005,4.57
B-20,89,6,415,0.000033,31.29
B-20,90,6,357,0.000000,4.69
B-20,91,6,218,0.000002,2.13
B-20,92,6,166,0.262396,377.87
B-20,93,6,256,0.000000,11.28
B-20,94,6,357,0.000000,20.00
B-20,95,6,261,0.000000,17.16
B-20,96,6,277,0.000000,5.09
B-20,97,6,171,0.000000,10.68
B-20,98,6,332,0.000000,9.27
B-20,99,6,167,0.000000,52.73
B-21,0,6,137,0.000000,15.24
B-21,1,6,515,0.002839,185.83
B-21,2,6,89,0.000000,9.06
B-21,3,6,309,0.000001,5.70
B-21,4,6,139,0.000000,5.92
B-21,5,6,614,0.000000,2.96
B-21,6,6,197,0.000188,2.04
B-21,7,6,154,0.000002,5.15
B-21,8,6,676,0.000000,21.82
B-21,9,6,323,0.000000,6.69
B-21,10,6,212,0.000136,35.64
B-21,11,6,174,0.000001,9.14
B-21,12,6,28,0.000000,4.35
B-21,13,6,497,0.000815,9.82
B-21,14,6,156,0.000000,6.96
B-21,15,6,395,0.000004,9.59
B-21,16,6,14,0.013889,7.19
B-21,17,6,854,0.000000,11.96
B-21,18,6,43,0.000000,3.89
B-21,19,6,140,0.167105,89.37
B-21,20,6,1064,0.000000,18.99
B-21,21,6,9,0.000000,2.83
B-21,22,6,383,0.000000,63.24
B-21,23,6,334,0.001659,10.99
B-21,24,6,174,0.003125,24.00
B-21,25,6,101,0.000000,11.67
B-21,26,6,279,0.016192,23.34
B-21,27,6,8,0.000000,6.96
B-21,28,6,27,0.372455,6.29
B-21,29,6,13,0.060795,4.09
B-21,30,6,134,0.000000,3.70
B-21,31,6,3,0.000000,1.31
B-21,32,6,235,0.000095,12.33
B-21,33,6,286,0.000020,33.65
B-21,34,6,217,0.000000,8.34
B-21,35,6,152,0.000000,7.42
B-21,36,6,254,0.000000,8.97
B-21,37,6,39,0.000000,4.98
B-21,38,6,86,0.000000,5.10
B-21,39,6,56,0.000000,2.93
B-21,40,6,106,0.039429,26.47
B-21,41,6,361,0.000000,2.38
B-21,42,6,67,0.000000,4.60
B-21,43,6,629,0.000000,3.56
B-21,44,6,624,0.000006,62.34
B-21,45,6,798,0.000183,6.87
B-21,46,6,293,0.000003,88.15
B-21,47,6,415,0.000011,38.15
B-21,48,6,293,0.000000,2.96
B-21,49,6,351,0.000264,17.42
B-21,50,6,228,0.000000,15.90
B-21,51,6,687,0.018814,34.35
B-21,52,6,308,0.000013,6.60
B-21,53,6,179,0.000000,14.03
B-21,54,6,275,0.000000,13.74
B-21,55,6,591,0.000001,16.14
B-21,56,6,116,0.000000,3.70
B-21,57,6,172,0.000000,4.22
B-21,58,6,166,0.000000,7.01
B-21,59,6,967,0.000309,26.35
B-21,60,6,80,0.050208,3.65
B-21,61,6,11,0.000000,1.97
B-21,62,6,480,0.000000,5.31
B-21,63,6,209,0.000000,3.00
B-21,64,6,365,0.000000,3.82
B-21,65,6,173,0.000000,3.75
B-21,66,6,92,0.000005,9.13
B-21,67,6,495,0.013537,6.13
B-21,68,6,252,0.000000,13.11
B-21,69,6,269,0.002701,21.29
B-21,70,6,148,0.000000,2.11
B-21,71,6,142,0.000000,39.68
B-21,72,6,600,0.000000,12.36
B-21,73,6,424,0.000042,300.45
B-21,74,6,286,0.000219,4.17
B-21,75,6,239,0.000000,23.81
B-21,76,6,331,0.007757,249.59
B-21,77,6,46,0.034493,6.27
B-21,78,6,295,0.000000,9.15
B-21,79,6,148,0.000000,6.35
B-21,80,6,670,0.000013,10.62
B-21,81,6,630,0.000000,15.07
B-21,82,6,668,0.000000,13.50
B-21,83,6,163,0.000000,10.77
B-21,84,6,368,0.000008,6.16
B-21,85,6,158,0.000000,3.96
B-21,86,6,218,0.000000,2.49
B-21,87,6,36,0.000000,6.59
B-21,88,6,289,0.000000,4.18
B-21,89,6,267,0.000028,3.77
B-21,90,6,128,0.000000,20.98
B-21,91,6,179,0.000000,6.00
B-21,92,6,339,0.115191,33.71
B-21,93,6,357,0.000000,30.93
B-21,94,6,80,0.000000,2.61
B-21,95,6,160,0.000000,4.77
B-21,96,6,141,0.000000,4.22
B-21,97,6,1044,0.000000,4.77
B-21,98,6,422,0.000000,7.17
B-21,99,6,744,0.000652,74.56
B-22,0,6,243,0.000005,4.57
B-22,1,6,415,0.000033,31.29
B-22,2,6,357,0.000000,4.69
B-22,3,6,218,0.000002,2.13
B-22,4,6,166,0.262396,377.87
B-22,5,6,256,0.000000,11.28
B-22,6,6,357,0.000000,20.00
B-22,7,6,261,0.000000,17.16
B-22,8,6,277,0.000000,5.09
B-22,9,6,171,0.000000,10.68
B-22,10,6,332,0.000000,9.27
B-22,11,6,167,0.000000,52.73
B-22,12,6,506,0.000005,4.12
B-22,13,6,17,0.020833,2.48
B-22,14,6,108,0.000000,168.50
B-22,15,6,290,0.000000,41.75
B-22,16,6,189,0.000000,18.48
B-22,17,6,260,0.000117,6.50
B-22,18,6,156,0.000000,16.92
B-22,19,6,113,0.000000,1.98
B-22,20,6,544,0.000000,37.55
B-22,21,6,308,0.000000,7.31
B-22,22,6,243,0.000005,4.57
B-22,23,6,415,0.000033,31.29
B-22,24,6,357,0.000000,4.69
B-22,25,6,218,0.000002,2.13
B-22,26,6,166,0.262396,377.87
B-22,27,6,256,0.000000,11.28
B-22,28,6,357,0.000000,20.00
B-22,29,6,261,0.000000,17.16
B-22,30,6,277,0.000000,5.09
B-22,31,6,171,0.000000,10.68
B-22,32,6,332,0.000000,9.27
B-22,33,6,167,0.000000,52.73
B-22,34,6,506,0.000005,4.12
B-22,35,6,17,0.020833,2.48
B-22,36,6,108,0.000000,168.50
B-22,37,6,290,0.000000,41.75
B-22,38,6,189,0.000000,18.48
B-22,39,6,260,0.000117,6.50
B-22,40,6,156,0.000000,16.92
B-22,41,6,113,0.000000,1.98
B-22,42,6,544,0.000000,37.55
B-22,43,6,308,0.000000,7.31
B-22,44,6,243,0.000005,4.57
B-22,45,6,415,0.000033,31.29
B-22,46,6,357,0.000000,4.69
B-22,47,6,218,0.000002,2.13
B-22,48,6,166,0.262396,377.87
B-22,49,6,256,0.000000,11.28
B-22,50,6,357,0.000000,20.00
B-22,51,6,261,0.000000,17.16
B-22,52,6,277,0.000000,5.09
B-22,53,6,171,0.000000,10.68
B-22,54,6,332,0.000000,9.27
B-22,55,6,167,0.000000,52.73
B-22,56,6,506,0.000005,4.12
B-22,57,6,17,0.020833,2.48
B-22,58,6,108,0.000000,168.50
B-22,59,6,290,0.000000,41.75
B-22,60,6,189,0.000000,18.48
B-22,61,6,260,0.000117,6.50
B-22,62,6,156,0.000000,16.92
B-22,63,6,113,0.000000,1.98
B-22,64,6,544,0.000000,37.55
B-22,65,6,308,0.000000,7.31
B-22,66,6,243,0.000005,4.57
B-22,67,6,415,0.000033,31.29
B-22,68,6,357,0.000000,4.69
B-22,69,6,218,0.000002,2.13
B-22,70,6,166,0.262396,377.87
B-22,71,6,256,0.000000,11.28
B-22,72,6,357,0.000000,20.00
B-22,73,6,261,0.000000,17.16
B-22,74,6,277,0.000000,5.09
B-22,75,6,171,0.000000,10.68
B-22,76,6,332,0.000000,9.27
B-22,77,6,167,0.000000,52.73
B-22,78,6,506,0.000005,4.12
B-22,79,6,17,0.020833,2.48
B-22,80,6,108,0.000000,168.50
B-22,81,6,290,0.000000,41.75
B-22,82,6,189,0.000000,18.48
B-22,83,6,260,0.000117,6.50
B-22,84,6,156,0.000000,16.92
B-22,85,6,113,0.000000,1.98
B-22,86,6,544,0.000000,37.55
B-22,87,6,308,0.000000,7.31
B-22,88,6,243,0.000005,4.57
B-22,89,6,415,0.000033,31.29
B-22,90,6,357,0.000000,4.69
B-22,91,6,218,0.000002,2.13
B-22,92,6,166,0.262396,377.87
B-22,93,6,256,0.000000,11.28
B-22,94,6,357,0.000000,20.00
B-22,95,6,261,0.000000,17.16
B-22,96,6,277,0.000000,5.09
B-22,97,6,171,0.000000,10.68
B-22,98,6,332,0.000000,9.27
B-22,99,6,167,0.000000,52.73
B-23,0,6,415,0.000033,31.29
B-23,1,6,218,0.000002,2.13
B-23,2,6,256,0.000000,11.28
B-23,3,6,261,0.000000,17.16
B-23,4,6,277,0.000000,5.09
B-23,5,6,171,0.000000,10.68
B-23,6,6,332,0.000000,9.27
B-23,7,6,506,0.000005,4.12
B-23,8,6,108,0.000000,168.50
B-23,9,6,189,0.000000,18.48
B-23,10,6,260,0.000117,6.50
B-23,11,6,212,0.147666,198.62
B-23,12,6,544,0.000000,37.55
B-23,13,6,415,0.000033,31.29
B-23,14,6,218,0.000002,2.13
B-23,15,6,256,0.000000,11.28
B-23,16,6,261,0.000000,17.16
B-23,17,6,277,0.000000,5.09
B-23,18,6,171,0.000000,10.68
B-23,19,6,332,0.000000,9.27
B-23,20,6,506,0.000005,4.12
B-23,21,6,108,0.000000,168.50
B-23,22,6,189,0.000000,18.48
B-23,23,6,260,0.000117,6.50
B-23,24,6,212,0.147666,198.62
B-23,25,6,544,0.000000,37.55
B-23,26,6,415,0.000033,31.29
B-23,27,6,218,0.000002,2.13
B-23,28,6,256,0.000000,11.28
B-23,29,6,261,0.000000,17.16
B-23,30,6,277,0.000000,5.09
B-23,31,6,171,0.000000,10.68
B-23,32,6,332,0.000000,9.27
B-23,33,6,506,0.000005,4.12
B-23,34,6,108,0.000000,168.50
B-23,35,6,189,0.000000,18.48
B-23,36,6,260,0.000117,6.50
B-23,37,6,212,0.147666,198.62
B-23,38,6,544,0.000000,37.55
B-23,39,6,415,0.000033,31.29
B-23,40,6,218,0.000002,2.13
B-23,41,6,256,0.000000,11.28
B-23,42,6,261,0.000000,17.16
B-23,43,6,277,0.000000,5.09
B-23,44,6,171,0.000000,10.68
B-23,45,6,332,0.000000,9.27
B-23,46,6,506,0.000005,4.12
B-23,47,6,108,0.000000,168.50
B-23,48,6,189,0.000000,18.48
B-23,49,6,260,0.000117,6.50
B-23,50,6,212,0.147666,198.62
B-23,51,6,544,0.000000,37.55
B-23,52,6,415,0.000033,31.29
B-23,53,6,218,0.000002,2.13
B-23,54,6,256,0.000000,11.28
B-23,55,6,261,0.000000,17.16
B-23,56,6,277,0.000000,5.09
B-23,57,6,171,0.000000,10.68
B-23,58,6,332,0.000000,9.27
B-23,59,6,506,0.000005,4.12
B-23,60,6,108,0.000000,168.50
B-23,61,6,189,0.000000,18.48
B-23,62,6,260,0.000117,6.50
B-23,63,6,212,0.147666,198.62
B-23,64,6,544,0.000000,37.55
B-23,65,6,415,0.000033,31.29
B-23,66,6,218,0.000002,2.13
B-23,67,6,256,0.000000,11.28
B-23,68,6,261,0.000000,17.16
B-23,69,6,277,0.000000,5.09
B-23,70,6,171,0.000000,10.68
B-23,71,6,332,0.000000,9.27
B-23,72,6,506,0.000005,4.12
B-23,73,6,108,0.000000,168.50
B-23,74,6,189,0.000000,18.48
B-23,75,6,260,0.000117,6.50
B-23,76,6,212,0.147666,198.62
B-23,77,6,544,0.000000,37.55
B-23,78,6,415,0.000033,31.29
B-23,79,6,218,0.000002,2.13
B-23,80,6,256,0.000000,11.28
B-23,81,6,261,0.000000,17.16
B-23,82,6,277,0.000000,5.09
B-23,83,6,171,0.000000,10.68
B-23,84,6,332,0.000000,9.27
B-23,85,6,506,0.000005,4.12
B-23,86,6,108,0.000000,168.50
B-23,87,6,189,0.000000,18.48
B-23,88,6,260,0.000117,6.50
B-23,89,6,212,0.147666,198.62
B-23,90,6,544,0.000000,37.55
B-23,91,6,415,0.000033,31.29
B-23,92,6,218,0.000002,2.13
B-23,93,6,256,0.000000,11.28
B-23,94,6,261,0.000000,17.16
B-23,95,6,277,0.000000,5.09
B-23,96,6,171,0.000000,10.68
B-23,97,6,332,0.000000,9.27
B-23,98,6,506,0.000005,4.12
B-23,99,6,108,0.000000,168.50
B-24,0,6,38,0.000000,2.39
B-24,1,6,333,0.003432,3.22
B-24,2,6,120,0.003118,5.73
B-24,3,6,48,0.042580,22.37
B-24,4,6,122,0.001533,5.59
B-24,5,6,93,0.001332,5.41
B-24,6,6,59,0.639039,80.19
B-24,7,6,98,0.088910,22.42
B-24,8,6,115,0.047068,6.33
B-24,9,6,147,0.000000,4.89
B-24,10,6,82,0.007128,8.41
B-24,11,6,23,0.009176,4.46
B-24,12,6,67,0.506858,60.59
B-24,13,6,86,0.022200,13.65
B-24,14,6,33,0.067795,14.28
B-24,15,6,116,0.046338,8.86
B-24,16,6,83,0.000803,4.22
B-24,17,6,134,0.003955,6.82
B-24,18,6,51,0.001787,2.38
B-24,19,6,138,0.034593,12.65
B-24,20,6,256,0.003121,55.42
B-24,21,6,176,0.006326,2.50
B-24,22,6,34,0.165469,66.82
B-24,23,6,88,0.000718,2.04
B-24,24,6,41,0.007573,18.05
B-24,25,6,414,0.000000,4.03
B-24,26,6,107,0.000183,5.94
B-24,27,6,177,0.005173,11.68
B-24,28,6,225,0.000003,6.86
B-24,29,6,72,0.000000,3.24
B-24,30,6,156,0.000004,7.75
B-24,31,6,69,0.288082,15.95
B-24,32,6,76,0.018415,6.31
B-24,33,6,553,0.000034,21.04
B-24,34,6,61,0.000796,6.11
B-24,35,6,89,0.005535,3.99
B-24,36,6,61,0.041868,30.54
B-24,37,6,133,0.005342,4.63
B-24,38,6,37,0.000426,2.82
B-24,39,6,278,0.000091,8.25
B-24,40,6,104,0.004796,4.91
B-24,41,6,127,0.012034,5.40
B-24,42,6,73,0.002637,4.64
B-24,43,6,134,0.000000,6.80
B-24,44,6,217,0.065297,11.35
B-24,45,6,129,0.027748,11.88
B-24,46,6,74,0.001295,2.54
B-24,47,6,528,0.000110,3.62
B-24,48,6,201,0.000277,3.08
B-24,49,6,18,0.000000,2.32
B-24,50,6,94,0.001006,4.75
B-24,51,6,164,0.000000,3.55
B-24,52,6,98,0.000904,7.90
B-24,53,6,394,0.159140,13.37
B-24,54,6,778,0.000885,4.38
B-24,55,6,61,0.037900,26.18
B-24,56,6,237,0.000002,7.51
B-24,57,6,143,0.169986,18.76
B-24,58,6,130,0.007658,5.46
B-24,59,6,28,0.001323,3.17
B-24,60,6,128,0.002108,7.54
B-24,61,6,69,0.001989,20.06
B-24,62,6,79,0.000519,3.63
B-24,63,6,139,0.002356,1.37
B-24,64,6,349,0.000000,104.71
B-24,65,6,51,0.016262,13.08
B-24,66,6,83,0.005143,3.25
B-24,67,6,39,0.012773,5.20
B-24,68,6,81,0.000000,3.12
B-24,69,6,79,0.000126,22.17
B-24,70,6,80,0.000000,5.71
B-24,71,6,64,0.454545,45.60
B-24,72,6,154,0.000001,12.13
B-24,73,6,85,0.000084,4.23
B-24,74,6,135,0.000030,6.30
B-24,75,6,4,0.000000,1.89
B-24,76,6,116,0.000114,5.86
B-24,77,6,352,0.000003,7.09
B-24,78,6,79,0.001756,1.73
B-24,79,6,104,0.037491,24.80
B-24,80,6,7,0.000000,2.35
B-24,81,6,75,0.250000,2.27
B-24,82,6,200,0.020915,35.06
B-24,83,6,22,0.000000,3.60
B-24,84,6,198,0.029304,20.50
B-24,85,6,45,0.000179,7.36
B-24,86,6,304,0.022476,7.57
B-24,87,6,98,0.000011,8.93
B-24,88,6,102,0.042370,10.65
B-24,89,6,40,0.018057,31.84
B-24,90,6,440,0.000027,4.25
B-24,91,6,159,0.003255,9.14
B-24,92,6,100,0.000019,3.80
B-24,93,6,91,0.005004,13.72
B-24,94,6,62,0.002358,2.17
B-24,95,6,204,0.124157,22.91
B-24,96,6,73,0.000000,8.89
B-24,97,6,130,0.000187,4.40
B-24,98,6,180,0.000000,10.45
B-24,99,6,5,0.000000,2.11
B-25,0,6,117,0.001357,4.54
B-25,1,6,93,0.000001,113.38
B-25,2,6,126,0.000339,33.19
B-25,3,6,133,0.000002,12.67
B-25,4,6,207,0.000594,5.41
B-25,5,6,95,0.000015,11.00
B-25,6,6,108,0.000000,12.80
B-25,7,6,178,0.000022,16.33
B-25,8,6,74,0.000000,1.87
B-25,9,6,155,0.000006,45.44
B-25,10,6,58,0.011420,29.04
B-25,11,6,129,0.000001,37.80
B-25,12,6,79,0.018220,11.96
B-25,13,6,155,0.000000,10.15
B-25,14,6,125,0.000001,2.98
B-25,15,6,146,0.002222,6.36
B-25,16,6,107,0.000000,5.12
B-25,17,6,148,0.000000,14.98
B-25,18,6,120,0.000022,4.48
B-25,19,6,95,0.000000,2.00
B-25,20,6,86,0.000011,6.38
B-25,21,6,177,0.000001,2.91
B-25,22,6,160,0.005745,18.55
B-25,23,6,117,0.000016,209.30
B-25,24,6,142,0.000000,3.58
B-25,25,6,98,0.000000,18.09
B-25,26,6,55,0.000000,2.34
B-25,27,6,101,0.000000,102.10
B-25,28,6,283,0.000001,12.67
B-25,29,6,252,0.000003,167.50
B-25,30,6,83,0.086561,345.90
B-25,31,6,94,0.000011,9.15
B-25,32,6,175,0.000028,19.17
B-25,33,6,101,0.000888,216.10
B-25,34,6,130,0.007469,13.32
B-25,35,6,245,0.000000,36.06
B-25,36,6,71,0.000302,46.06
B-25,37,6,168,0.000001,11.97
B-25,38,6,290,0.000012,122.40
B-25,39,6,177,0.000003,96.30
B-25,40,6,122,0.000000,46.87
B-25,41,6,85,0.000011,16.16
B-25,42,6,81,0.000000,8.84
B-25,43,6,86,0.368059,50.35
B-25,44,6,153,0.000000,4.61
B-25,45,6,58,0.004173,3.82
B-25,46,6,108,0.000000,6.96
B-25,47,6,114,0.000000,73.64
B-25,48,6,62,0.001272,52.10
B-25,49,6,39,0.270757,47.99
B-25,50,6,146,0.000007,44.58
B-25,51,6,75,0.001574,24.01
B-25,52,6,130,0.000051,38.55
B-25,53,6,131,0.000002,41.00
B-25,54,6,130,0.000000,6.13
B-25,55,6,111,0.000029,162.32
B-25,56,6,145,0.021925,23.65
B-25,57,6,82,0.000012,19.02
B-25,58,6,106,0.029013,32.09
B-25,59,6,95,0.000001,26.70
B-25,60,6,61,0.000000,6.69
B-25,61,6,66,0.053091,85.00
B-25,62,6,80,0.000000,3.39
B-25,63,6,217,0.088095,39.97
B-25,64,6,123,0.064507,205.66
B-25,65,6,217,0.000077,135.21
B-25,66,6,118,0.000005,35.42
B-25,67,6,66,0.000003,8.89
B-25,68,6,212,0.000000,13.00
B-25,69,6,151,0.000000,5.66
B-25,70,6,162,0.000000,7.12
B-25,71,6,159,0.000045,27.08
B-25,72,6,113,0.000105,26.39
B-25,73,6,93,0.000001,3.39
B-25,74,6,113,0.000000,126.42
B-25,75,6,120,0.000000,15.06
B-25,76,6,100,0.012500,2.76
B-25,77,6,130,0.000003,13.34
B-25,78,6,71,0.000000,3.24
B-25,79,6,164,0.000059,42.55
B-25,80,6,199,0.015625,5.24
B-25,81,6,118,0.000031,155.99
B-25,82,6,128,0.000000,163.33
B-25,83,6,136,0.083334,5.01
B-25,84,6,117,0.000035,16.29
B-25,85,6,98,0.000001,18.09
B-25,86,6,117,0.001224,4.49
B-25,87,6,249,0.000001,125.12
B-25,88,6,100,0.000001,4.71
B-25,89,6,99,0.000077,81.05
B-25,90,6,99,0.000002,6.70
B-25,91,6,131,0.000001,12.99
B-25,92,6,71,0.136596,50.98
B-25,93,6,109,0.088382,98.12
B-25,94,6,117,0.001357,4.54
B-25,95,6,93,0.000001,113.38
B-25,96,6,126,0.000339,33.19
B-25,97,6,133,0.000002,12.67
B-25,98,6,207,0.000594,5.41
B-25,99,6,95,0.000015,11.00
B-26,0,6,93,0.000001,113.38
B-26,1,6,155,0.000000,10.15
B-26,2,6,86,0.000011,6.38
B-26,3,6,283,0.000001,12.67
B-26,4,6,290,0.000012,122.40
B-26,5,6,305,0.000035,16.97
B-26,6,6,153,0.000000,4.61
B-26,7,6,62,0.001272,52.10
B-26,8,6,146,0.000007,44.58
B-26,9,6,227,0.000000,11.92
B-26,10,6,80,0.000000,3.39
B-26,11,6,217,0.000077,135.21
B-26,12,6,151,0.000000,5.66
B-26,13,6,113,0.000000,126.42
B-26,14,6,71,0.000000,3.24
B-26,15,6,164,0.000059,42.55
B-26,16,6,136,0.083334,5.01
B-26,17,6,145,0.000000,3.32
B-26,18,6,131,0.000001,12.99
B-26,19,6,71,0.136596,50.98
B-26,20,6,109,0.088382,98.12
B-26,21,6,93,0.000001,113.38
B-26,22,6,155,0.000000,10.15
B-26,23,6,86,0.000011,6.38
B-26,24,6,283,0.000001,12.67
B-26,25,6,290,0.000012,122.40
B-26,26,6,305,0.000035,16.97
B-26,27,6,153,0.000000,4.61
B-26,28,6,62,0.001272,52.10
B-26,29,6,146,0.000007,44.58
B-26,30,6,227,0.000000,11.92
B-26,31,6,80,0.000000,3.39
B-26,32,6,217,0.000077,135.21
B-26,33,6,151,0.000000,5.66
B-26,34,6,113,0.000000,126.42
B-26,35,6,71,0.000000,3.24
B-26,36,6,164,0.000059,42.55
B-26,37,6,136,0.083334,5.01
B-26,38,6,145,0.000000,3.32
B-26,39,6,131,0.000001,12.99
B-26,40,6,71,0.136596,50.98
B-26,41,6,109,0.088382,98.12
B-26,42,6,93,0.000001,113.38
B-26,43,6,155,0.000000,10.15
B-26,44,6,86,0.000011,6.38
B-26,45,6,283,0.000001,12.67
B-26,46,6,290,0.000012,122.40
B-26,47,6,305,0.000035,16.97
B-26,48,6,153,0.000000,4.61
B-26,49,6,62,0.001272,52.10
B-26,50,6,146,0.000007,44.58
B-26,51,6,227,0.000000,11.92
B-26,52,6,80,0.000000,3.39
B-26,53,6,217,0.000077,135.21
B-26,54,6,151,0.000000,5.66
B-26,55,6,113,0.000000,126.42
B-26,56,6,71,0.000000,3.24
B-26,57,6,164,0.000059,42.55
B-26,58,6,136,0.083334,5.01
B-26,59,6,145,0.000000,3.32
B-26,60,6,131,0.000001,12.99
B-26,61,6,71,0.136596,50.98
B-26,62,6,109,0.088382,98.12
B-26,63,6,93,0.000001,113.38
B-26,64,6,155,0.000000,10.15
B-26,65,6,86,0.000011,6.38
B-26,66,6,283,0.000001,12.67
B-26,67,6,290,0.000012,122.40
B-26,68,6,305,0.000035,16.97
B-26,69,6,153,0.000000,4.61
B-26,70,6,62,0.001272,52.10
B-26,71,6,146,0.000007,44.58
B-26,72,6,227,0.000000,11.92
B-26,73,6,80,0.000000,3.39
B-26,74,6,217,0.000077,135.21
B-26,75,6,151,0.000000,5.66
B-26,76,6,113,0.000000,126.42
B-26,77,6,71,0.000000,3.24
B-26,78,6,164,0.000059,42.55
B-26,79,6,136,0.083334,5.01
